idx,id,code,path,sequencelength,classid,classname,region,fold
2786,22702510,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\22702510.csv,70,2,Winter Wheat,Garfield,1
2787,23400655,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23400655.csv,73,2,Winter Wheat,Garfield,5
2788,24900942,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24900942.csv,72,2,Winter Wheat,Garfield,5
2789,25707539,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25707539.csv,71,2,Winter Wheat,Garfield,4
2790,25409883,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25409883.csv,77,2,Winter Wheat,Garfield,4
2791,22600663,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\22600663.csv,77,2,Winter Wheat,Garfield,3
2792,25701639,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25701639.csv,73,2,Winter Wheat,Garfield,4
2793,23103389,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23103389.csv,72,2,Winter Wheat,Garfield,3
2794,21800817,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21800817.csv,72,2,Winter Wheat,Garfield,1
2795,24002153,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24002153.csv,73,2,Winter Wheat,Garfield,2
2796,24601325,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24601325.csv,76,2,Winter Wheat,Garfield,5
2797,23604584,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23604584.csv,76,2,Winter Wheat,Garfield,1
2798,21201925,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21201925.csv,74,2,Winter Wheat,Garfield,4
2799,22800207,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\22800207.csv,70,2,Winter Wheat,Garfield,1
2800,24801599,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24801599.csv,76,2,Winter Wheat,Garfield,3
2801,22006503,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\22006503.csv,64,2,Winter Wheat,Garfield,1
2802,23905172,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23905172.csv,67,2,Winter Wheat,Garfield,2
2803,23801400,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23801400.csv,73,2,Winter Wheat,Garfield,4
2804,21602725,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21602725.csv,70,2,Winter Wheat,Garfield,4
2805,24706863,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24706863.csv,75,2,Winter Wheat,Garfield,5
2806,21302876,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21302876.csv,68,2,Winter Wheat,Garfield,4
2807,21710550,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21710550.csv,73,2,Winter Wheat,Garfield,3
2808,24203457,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24203457.csv,67,2,Winter Wheat,Garfield,5
2809,23903469,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23903469.csv,68,2,Winter Wheat,Garfield,2
2810,23103419,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23103419.csv,72,2,Winter Wheat,Garfield,3
2811,22901421,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\22901421.csv,73,2,Winter Wheat,Garfield,5
2812,23000028,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23000028.csv,72,2,Winter Wheat,Garfield,4
2813,24106633,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24106633.csv,67,2,Winter Wheat,Garfield,2
2814,25408218,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25408218.csv,80,2,Winter Wheat,Garfield,4
2815,26308045,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26308045.csv,77,2,Winter Wheat,Garfield,3
2816,22512837,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\22512837.csv,73,2,Winter Wheat,Garfield,5
2817,23900111,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23900111.csv,68,2,Winter Wheat,Garfield,2
2818,21603447,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21603447.csv,73,2,Winter Wheat,Garfield,4
2819,24807201,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24807201.csv,76,2,Winter Wheat,Garfield,3
2820,24512759,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24512759.csv,77,2,Winter Wheat,Garfield,4
2821,24401291,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24401291.csv,79,2,Winter Wheat,Garfield,2
2822,25007741,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25007741.csv,72,2,Winter Wheat,Garfield,5
2823,23005545,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23005545.csv,69,2,Winter Wheat,Garfield,4
2824,24202442,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24202442.csv,67,2,Winter Wheat,Garfield,5
2825,21710514,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21710514.csv,73,2,Winter Wheat,Garfield,3
2826,23907637,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23907637.csv,71,2,Winter Wheat,Garfield,2
2827,26202679,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26202679.csv,79,2,Winter Wheat,Garfield,3
2828,23610486,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23610486.csv,76,2,Winter Wheat,Garfield,1
2829,24900483,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24900483.csv,71,2,Winter Wheat,Garfield,5
2830,24000471,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24000471.csv,70,2,Winter Wheat,Garfield,2
2831,25413439,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25413439.csv,77,2,Winter Wheat,Garfield,4
2832,25605324,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25605324.csv,77,2,Winter Wheat,Garfield,4
2833,23011741,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23011741.csv,70,2,Winter Wheat,Garfield,4
2834,23302040,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23302040.csv,71,2,Winter Wheat,Garfield,1
2835,25800296,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25800296.csv,74,2,Winter Wheat,Garfield,2
2836,24400662,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24400662.csv,78,2,Winter Wheat,Garfield,2
2837,23806839,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23806839.csv,70,2,Winter Wheat,Garfield,4
2838,25406961,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25406961.csv,77,2,Winter Wheat,Garfield,4
2839,24600185,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24600185.csv,76,2,Winter Wheat,Garfield,5
2840,25403832,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25403832.csv,78,2,Winter Wheat,Garfield,4
2841,25701705,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25701705.csv,74,2,Winter Wheat,Garfield,4
2842,24301925,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24301925.csv,75,2,Winter Wheat,Garfield,3
2843,21601743,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21601743.csv,70,2,Winter Wheat,Garfield,4
2844,21710614,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21710614.csv,73,2,Winter Wheat,Garfield,3
2845,23002236,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23002236.csv,67,2,Winter Wheat,Garfield,4
2846,24208946,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24208946.csv,70,2,Winter Wheat,Garfield,5
2847,24608193,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24608193.csv,76,2,Winter Wheat,Garfield,5
2848,25008274,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25008274.csv,72,2,Winter Wheat,Garfield,5
2849,24103423,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24103423.csv,68,2,Winter Wheat,Garfield,2
2850,23505632,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23505632.csv,72,2,Winter Wheat,Garfield,4
2851,24202487,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24202487.csv,67,2,Winter Wheat,Garfield,5
2852,23605614,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23605614.csv,75,2,Winter Wheat,Garfield,1
2853,25512219,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25512219.csv,77,2,Winter Wheat,Garfield,2
2854,25501796,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25501796.csv,76,2,Winter Wheat,Garfield,2
2855,23003234,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23003234.csv,70,2,Winter Wheat,Garfield,4
2856,21603681,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21603681.csv,72,2,Winter Wheat,Garfield,4
2857,24012692,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24012692.csv,68,2,Winter Wheat,Garfield,2
2858,25808409,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25808409.csv,72,2,Winter Wheat,Garfield,2
2859,23806582,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23806582.csv,76,2,Winter Wheat,Garfield,4
2860,21803693,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21803693.csv,74,2,Winter Wheat,Garfield,1
2861,23406822,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23406822.csv,74,2,Winter Wheat,Garfield,5
2862,25513053,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25513053.csv,78,2,Winter Wheat,Garfield,2
2863,25503621,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25503621.csv,78,2,Winter Wheat,Garfield,2
2864,24207929,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24207929.csv,69,2,Winter Wheat,Garfield,5
2865,23601562,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23601562.csv,79,2,Winter Wheat,Garfield,1
2866,21905202,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21905202.csv,73,2,Winter Wheat,Garfield,4
2867,24904255,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24904255.csv,71,2,Winter Wheat,Garfield,5
2868,26005640,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26005640.csv,76,2,Winter Wheat,Garfield,1
2869,26506247,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26506247.csv,73,2,Winter Wheat,Garfield,1
2870,26802918,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26802918.csv,80,2,Winter Wheat,Garfield,5
2871,24008220,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24008220.csv,71,2,Winter Wheat,Garfield,2
2872,21200939,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21200939.csv,73,2,Winter Wheat,Garfield,4
2873,25703202,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25703202.csv,71,2,Winter Wheat,Garfield,4
2874,25605533,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25605533.csv,77,2,Winter Wheat,Garfield,4
2875,23910097,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23910097.csv,70,2,Winter Wheat,Garfield,2
2876,25602014,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25602014.csv,79,2,Winter Wheat,Garfield,4
2877,26100116,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26100116.csv,76,2,Winter Wheat,Garfield,2
2878,26100324,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26100324.csv,77,2,Winter Wheat,Garfield,2
2879,23407388,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23407388.csv,71,2,Winter Wheat,Garfield,5
2880,23005256,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23005256.csv,66,2,Winter Wheat,Garfield,4
2881,22702957,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\22702957.csv,72,2,Winter Wheat,Garfield,1
2882,25006868,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25006868.csv,71,2,Winter Wheat,Garfield,5
2883,21803665,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21803665.csv,73,2,Winter Wheat,Garfield,1
2884,23504101,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23504101.csv,75,2,Winter Wheat,Garfield,4
2885,25504881,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25504881.csv,76,2,Winter Wheat,Garfield,2
2886,24502776,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24502776.csv,76,2,Winter Wheat,Garfield,4
2887,23904482,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23904482.csv,67,2,Winter Wheat,Garfield,2
2888,26301650,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26301650.csv,76,2,Winter Wheat,Garfield,3
2889,26202996,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26202996.csv,78,2,Winter Wheat,Garfield,3
2890,23001197,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23001197.csv,70,2,Winter Wheat,Garfield,4
2891,26404977,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26404977.csv,78,2,Winter Wheat,Garfield,3
2892,26403938,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26403938.csv,78,2,Winter Wheat,Garfield,3
2893,23505451,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23505451.csv,76,2,Winter Wheat,Garfield,4
2894,26302799,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26302799.csv,77,2,Winter Wheat,Garfield,3
2895,23100356,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23100356.csv,72,2,Winter Wheat,Garfield,3
2896,21704897,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21704897.csv,73,2,Winter Wheat,Garfield,3
2897,21910086,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21910086.csv,67,2,Winter Wheat,Garfield,4
2898,24103980,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24103980.csv,70,2,Winter Wheat,Garfield,2
2899,23906656,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23906656.csv,70,2,Winter Wheat,Garfield,2
2900,24402443,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24402443.csv,78,2,Winter Wheat,Garfield,2
2901,23514460,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23514460.csv,78,2,Winter Wheat,Garfield,4
2902,23410082,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23410082.csv,77,2,Winter Wheat,Garfield,5
2903,21200777,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21200777.csv,73,2,Winter Wheat,Garfield,4
2904,23909885,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23909885.csv,70,2,Winter Wheat,Garfield,2
2905,23601331,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23601331.csv,76,2,Winter Wheat,Garfield,1
2906,26803034,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26803034.csv,79,2,Winter Wheat,Garfield,5
2907,24406316,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24406316.csv,75,2,Winter Wheat,Garfield,2
2908,24102332,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24102332.csv,68,2,Winter Wheat,Garfield,2
2909,22904094,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\22904094.csv,70,2,Winter Wheat,Garfield,5
2910,25811445,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25811445.csv,67,2,Winter Wheat,Garfield,2
2911,23704147,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23704147.csv,78,2,Winter Wheat,Garfield,2
2912,24402083,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24402083.csv,78,2,Winter Wheat,Garfield,2
2913,23011530,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23011530.csv,64,2,Winter Wheat,Garfield,4
2914,21402019,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21402019.csv,70,2,Winter Wheat,Garfield,3
2915,22904588,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\22904588.csv,71,2,Winter Wheat,Garfield,5
2916,21705320,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21705320.csv,75,2,Winter Wheat,Garfield,3
2917,26004734,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26004734.csv,73,2,Winter Wheat,Garfield,1
2918,21907654,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21907654.csv,67,2,Winter Wheat,Garfield,4
2919,20903203,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\20903203.csv,66,2,Winter Wheat,Garfield,2
2920,24701765,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24701765.csv,78,2,Winter Wheat,Garfield,5
2921,24800913,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24800913.csv,77,2,Winter Wheat,Garfield,3
2922,25802044,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25802044.csv,74,2,Winter Wheat,Garfield,2
2923,21203633,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21203633.csv,73,2,Winter Wheat,Garfield,4
2924,23011069,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23011069.csv,67,2,Winter Wheat,Garfield,4
2925,21003239,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21003239.csv,64,2,Winter Wheat,Garfield,1
2926,21401891,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21401891.csv,69,2,Winter Wheat,Garfield,3
2927,23005083,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23005083.csv,67,2,Winter Wheat,Garfield,4
2928,22909272,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\22909272.csv,68,2,Winter Wheat,Garfield,5
2929,25803601,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25803601.csv,71,2,Winter Wheat,Garfield,2
2930,23602107,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23602107.csv,79,2,Winter Wheat,Garfield,1
2931,26505958,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26505958.csv,74,2,Winter Wheat,Garfield,1
2932,25402168,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25402168.csv,79,2,Winter Wheat,Garfield,4
2933,23512949,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23512949.csv,72,2,Winter Wheat,Garfield,4
2934,26003230,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26003230.csv,78,2,Winter Wheat,Garfield,1
2935,26200762,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26200762.csv,81,2,Winter Wheat,Garfield,3
2936,21400947,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21400947.csv,69,2,Winter Wheat,Garfield,3
2937,21301860,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21301860.csv,70,2,Winter Wheat,Garfield,4
2938,23511944,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23511944.csv,73,2,Winter Wheat,Garfield,4
2939,25603848,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25603848.csv,80,2,Winter Wheat,Garfield,4
2940,23510545,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23510545.csv,75,2,Winter Wheat,Garfield,4
2941,22707042,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\22707042.csv,74,2,Winter Wheat,Garfield,1
2942,23503988,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23503988.csv,75,2,Winter Wheat,Garfield,4
2943,21500367,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21500367.csv,71,2,Winter Wheat,Garfield,3
2944,23513857,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23513857.csv,75,2,Winter Wheat,Garfield,4
2945,21403949,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21403949.csv,68,2,Winter Wheat,Garfield,3
2946,25401272,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25401272.csv,80,2,Winter Wheat,Garfield,4
2947,26303230,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26303230.csv,75,2,Winter Wheat,Garfield,3
2948,23701597,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23701597.csv,74,2,Winter Wheat,Garfield,2
2949,23000736,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23000736.csv,73,2,Winter Wheat,Garfield,4
2950,26407974,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26407974.csv,77,2,Winter Wheat,Garfield,3
2951,26508216,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26508216.csv,76,2,Winter Wheat,Garfield,1
2952,24700002,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24700002.csv,78,2,Winter Wheat,Garfield,5
2953,25506205,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25506205.csv,74,2,Winter Wheat,Garfield,2
2954,26406432,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26406432.csv,77,2,Winter Wheat,Garfield,3
2955,24903738,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24903738.csv,72,2,Winter Wheat,Garfield,5
2956,23700291,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23700291.csv,75,2,Winter Wheat,Garfield,2
2957,26407817,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26407817.csv,74,2,Winter Wheat,Garfield,3
2958,21401832,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21401832.csv,69,2,Winter Wheat,Garfield,3
2959,26402297,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26402297.csv,79,2,Winter Wheat,Garfield,3
2960,26504420,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26504420.csv,74,2,Winter Wheat,Garfield,1
2961,21402296,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21402296.csv,69,2,Winter Wheat,Garfield,3
2962,23410381,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23410381.csv,74,2,Winter Wheat,Garfield,5
2963,25800176,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25800176.csv,75,2,Winter Wheat,Garfield,2
2964,26307971,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\26307971.csv,77,2,Winter Wheat,Garfield,3
2965,21708667,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21708667.csv,73,2,Winter Wheat,Garfield,3
2966,21103367,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21103367.csv,75,2,Winter Wheat,Garfield,5
2967,22504374,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\22504374.csv,71,2,Winter Wheat,Garfield,5
2968,24301675,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24301675.csv,76,2,Winter Wheat,Garfield,3
2969,24005371,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24005371.csv,72,2,Winter Wheat,Garfield,2
2970,21802716,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21802716.csv,71,2,Winter Wheat,Garfield,1
2971,21401253,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21401253.csv,67,2,Winter Wheat,Garfield,3
2972,24107199,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24107199.csv,65,2,Winter Wheat,Garfield,2
2973,22705059,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\22705059.csv,73,2,Winter Wheat,Garfield,1
2974,25008661,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25008661.csv,72,2,Winter Wheat,Garfield,5
2975,25414823,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25414823.csv,74,2,Winter Wheat,Garfield,4
2976,21000199,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\21000199.csv,67,2,Winter Wheat,Garfield,1
2977,22909155,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\22909155.csv,74,2,Winter Wheat,Garfield,5
2978,23007455,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23007455.csv,67,2,Winter Wheat,Garfield,4
2979,20601032,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\20601032.csv,62,2,Winter Wheat,Garfield,2
2980,22907992,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\22907992.csv,75,2,Winter Wheat,Garfield,5
2981,22701632,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\22701632.csv,76,2,Winter Wheat,Garfield,1
2982,24903865,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24903865.csv,72,2,Winter Wheat,Garfield,5
2983,25409595,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25409595.csv,80,2,Winter Wheat,Garfield,4
2984,24900080,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\24900080.csv,73,2,Winter Wheat,Garfield,5
2985,23602870,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\23602870.csv,75,2,Winter Wheat,Garfield,1
2986,25809178,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25809178.csv,75,2,Winter Wheat,Garfield,2
2987,25700208,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Garfield\25700208.csv,75,2,Winter Wheat,Garfield,4
