idx,id,code,confidence,path,sequencelength,classid,classname,region,fold
5786,3801005,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3801005.csv,78,10,Other Hay/Non Alfalfa,Adams,4
5787,4802330,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\4802330.csv,78,10,Other Hay/Non Alfalfa,Adams,1
5788,300378,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\300378.csv,77,10,Other Hay/Non Alfalfa,Adams,2
5789,8004966,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8004966.csv,84,10,Other Hay/Non Alfalfa,Adams,4
5790,8605044,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8605044.csv,76,10,Other Hay/Non Alfalfa,Adams,3
5791,6902737,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\6902737.csv,76,10,Other Hay/Non Alfalfa,Adams,1
5792,2300944,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\2300944.csv,77,10,Other Hay/Non Alfalfa,Adams,4
5793,3801053,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3801053.csv,78,10,Other Hay/Non Alfalfa,Adams,4
5794,2707716,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\2707716.csv,77,10,Other Hay/Non Alfalfa,Adams,1
5795,3700603,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3700603.csv,73,10,Other Hay/Non Alfalfa,Adams,5
5796,3700532,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3700532.csv,74,10,Other Hay/Non Alfalfa,Adams,5
5797,3801639,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3801639.csv,80,10,Other Hay/Non Alfalfa,Adams,4
5798,3201959,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3201959.csv,82,10,Other Hay/Non Alfalfa,Adams,3
5799,3801211,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3801211.csv,80,10,Other Hay/Non Alfalfa,Adams,4
5800,4000380,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\4000380.csv,73,10,Other Hay/Non Alfalfa,Adams,1
5801,3700459,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3700459.csv,75,10,Other Hay/Non Alfalfa,Adams,5
5802,6105824,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\6105824.csv,79,10,Other Hay/Non Alfalfa,Adams,2
5803,4609931,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\4609931.csv,79,10,Other Hay/Non Alfalfa,Adams,1
5804,5401395,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5401395.csv,82,10,Other Hay/Non Alfalfa,Adams,4
5805,5400744,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5400744.csv,76,10,Other Hay/Non Alfalfa,Adams,4
5806,3801248,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3801248.csv,80,10,Other Hay/Non Alfalfa,Adams,4
5807,3700598,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3700598.csv,75,10,Other Hay/Non Alfalfa,Adams,5
5808,5908697,37,96,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5908697.csv,79,10,Other Hay/Non Alfalfa,Adams,3
5809,5401204,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5401204.csv,74,10,Other Hay/Non Alfalfa,Adams,4
5810,5908349,37,96,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5908349.csv,79,10,Other Hay/Non Alfalfa,Adams,3
5811,6902566,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\6902566.csv,73,10,Other Hay/Non Alfalfa,Adams,1
5812,7614570,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\7614570.csv,79,10,Other Hay/Non Alfalfa,Adams,3
5813,3603122,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3603122.csv,75,10,Other Hay/Non Alfalfa,Adams,5
5814,6701411,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\6701411.csv,75,10,Other Hay/Non Alfalfa,Adams,4
5815,8004769,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8004769.csv,84,10,Other Hay/Non Alfalfa,Adams,4
5816,6902165,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\6902165.csv,76,10,Other Hay/Non Alfalfa,Adams,1
5817,5401233,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5401233.csv,74,10,Other Hay/Non Alfalfa,Adams,4
5818,8801323,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8801323.csv,74,10,Other Hay/Non Alfalfa,Adams,2
5819,3201382,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3201382.csv,82,10,Other Hay/Non Alfalfa,Adams,3
5820,3201492,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3201492.csv,81,10,Other Hay/Non Alfalfa,Adams,3
5821,8004935,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8004935.csv,85,10,Other Hay/Non Alfalfa,Adams,4
5822,5400715,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5400715.csv,74,10,Other Hay/Non Alfalfa,Adams,4
5823,10800402,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\10800402.csv,78,10,Other Hay/Non Alfalfa,Adams,4
5824,10601160,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\10601160.csv,76,10,Other Hay/Non Alfalfa,Adams,5
5825,11101159,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\11101159.csv,74,10,Other Hay/Non Alfalfa,Adams,5
5826,8605061,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8605061.csv,76,10,Other Hay/Non Alfalfa,Adams,3
5827,3801141,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3801141.csv,77,10,Other Hay/Non Alfalfa,Adams,4
5828,7500249,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\7500249.csv,77,10,Other Hay/Non Alfalfa,Adams,3
5829,3700511,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3700511.csv,75,10,Other Hay/Non Alfalfa,Adams,5
5830,10800895,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\10800895.csv,73,10,Other Hay/Non Alfalfa,Adams,4
5831,3700624,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3700624.csv,75,10,Other Hay/Non Alfalfa,Adams,5
5832,6900339,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\6900339.csv,72,10,Other Hay/Non Alfalfa,Adams,1
5833,9200567,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\9200567.csv,76,10,Other Hay/Non Alfalfa,Adams,4
5834,6404650,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\6404650.csv,79,10,Other Hay/Non Alfalfa,Adams,5
5835,8605047,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8605047.csv,75,10,Other Hay/Non Alfalfa,Adams,3
5836,5203994,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5203994.csv,75,10,Other Hay/Non Alfalfa,Adams,1
5837,5500941,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5500941.csv,79,10,Other Hay/Non Alfalfa,Adams,4
5838,3202156,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3202156.csv,80,10,Other Hay/Non Alfalfa,Adams,3
5839,2707086,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\2707086.csv,78,10,Other Hay/Non Alfalfa,Adams,1
5840,2300991,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\2300991.csv,78,10,Other Hay/Non Alfalfa,Adams,4
5841,8804177,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8804177.csv,75,10,Other Hay/Non Alfalfa,Adams,2
5842,2300994,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\2300994.csv,77,10,Other Hay/Non Alfalfa,Adams,4
5843,3801091,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3801091.csv,78,10,Other Hay/Non Alfalfa,Adams,4
5844,7003772,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\7003772.csv,79,10,Other Hay/Non Alfalfa,Adams,5
5845,5704540,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5704540.csv,77,10,Other Hay/Non Alfalfa,Adams,3
5846,11008821,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\11008821.csv,76,10,Other Hay/Non Alfalfa,Adams,5
5847,5400652,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5400652.csv,74,10,Other Hay/Non Alfalfa,Adams,4
5848,6106096,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\6106096.csv,78,10,Other Hay/Non Alfalfa,Adams,2
5849,1302061,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\1302061.csv,75,10,Other Hay/Non Alfalfa,Adams,4
5850,5400713,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5400713.csv,75,10,Other Hay/Non Alfalfa,Adams,4
5851,3801072,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3801072.csv,78,10,Other Hay/Non Alfalfa,Adams,4
5852,3500317,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3500317.csv,79,10,Other Hay/Non Alfalfa,Adams,2
5853,5400724,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5400724.csv,77,10,Other Hay/Non Alfalfa,Adams,4
5854,5401562,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5401562.csv,78,10,Other Hay/Non Alfalfa,Adams,4
5855,5401203,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5401203.csv,75,10,Other Hay/Non Alfalfa,Adams,4
5856,8401657,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8401657.csv,70,10,Other Hay/Non Alfalfa,Adams,5
5857,3600055,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3600055.csv,75,10,Other Hay/Non Alfalfa,Adams,5
5858,4201860,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\4201860.csv,75,10,Other Hay/Non Alfalfa,Adams,1
5859,1807785,37,96,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\1807785.csv,74,10,Other Hay/Non Alfalfa,Adams,1
5860,8306021,37,96,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8306021.csv,76,10,Other Hay/Non Alfalfa,Adams,5
5861,6900410,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\6900410.csv,72,10,Other Hay/Non Alfalfa,Adams,1
5862,3202157,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3202157.csv,81,10,Other Hay/Non Alfalfa,Adams,3
5863,3700668,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3700668.csv,76,10,Other Hay/Non Alfalfa,Adams,5
5864,11002042,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\11002042.csv,75,10,Other Hay/Non Alfalfa,Adams,5
5865,3700512,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3700512.csv,75,10,Other Hay/Non Alfalfa,Adams,5
5866,5204248,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5204248.csv,75,10,Other Hay/Non Alfalfa,Adams,1
5867,7309750,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\7309750.csv,78,10,Other Hay/Non Alfalfa,Adams,3
5868,6110520,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\6110520.csv,81,10,Other Hay/Non Alfalfa,Adams,2
5869,5303824,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5303824.csv,76,10,Other Hay/Non Alfalfa,Adams,4
5870,8306019,37,96,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8306019.csv,76,10,Other Hay/Non Alfalfa,Adams,5
5871,3201958,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3201958.csv,82,10,Other Hay/Non Alfalfa,Adams,3
5872,6902654,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\6902654.csv,75,10,Other Hay/Non Alfalfa,Adams,1
5873,5401182,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5401182.csv,75,10,Other Hay/Non Alfalfa,Adams,4
5874,2300946,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\2300946.csv,77,10,Other Hay/Non Alfalfa,Adams,4
5875,5401172,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5401172.csv,74,10,Other Hay/Non Alfalfa,Adams,4
5876,10100273,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\10100273.csv,75,10,Other Hay/Non Alfalfa,Adams,1
5877,5204224,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5204224.csv,74,10,Other Hay/Non Alfalfa,Adams,1
5878,5908441,37,96,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5908441.csv,79,10,Other Hay/Non Alfalfa,Adams,3
5879,11101158,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\11101158.csv,74,10,Other Hay/Non Alfalfa,Adams,5
5880,3700621,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3700621.csv,76,10,Other Hay/Non Alfalfa,Adams,5
5881,8005046,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8005046.csv,85,10,Other Hay/Non Alfalfa,Adams,4
5882,8003072,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8003072.csv,82,10,Other Hay/Non Alfalfa,Adams,4
5883,2200106,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\2200106.csv,80,10,Other Hay/Non Alfalfa,Adams,1
5884,5401240,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5401240.csv,74,10,Other Hay/Non Alfalfa,Adams,4
5885,4202290,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\4202290.csv,76,10,Other Hay/Non Alfalfa,Adams,1
5886,4300362,37,97,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\4300362.csv,82,10,Other Hay/Non Alfalfa,Adams,1
5887,1201283,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\1201283.csv,76,10,Other Hay/Non Alfalfa,Adams,3
5888,6902783,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\6902783.csv,76,10,Other Hay/Non Alfalfa,Adams,1
5889,4201566,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\4201566.csv,76,10,Other Hay/Non Alfalfa,Adams,1
5890,3201493,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3201493.csv,82,10,Other Hay/Non Alfalfa,Adams,3
5891,2200072,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\2200072.csv,81,10,Other Hay/Non Alfalfa,Adams,1
5892,3801376,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3801376.csv,79,10,Other Hay/Non Alfalfa,Adams,4
5893,3201379,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3201379.csv,81,10,Other Hay/Non Alfalfa,Adams,3
5894,6902534,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\6902534.csv,75,10,Other Hay/Non Alfalfa,Adams,1
5895,2707639,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\2707639.csv,78,10,Other Hay/Non Alfalfa,Adams,1
5896,3201381,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3201381.csv,82,10,Other Hay/Non Alfalfa,Adams,3
5897,4208495,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\4208495.csv,75,10,Other Hay/Non Alfalfa,Adams,1
5898,2707081,37,96,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\2707081.csv,78,10,Other Hay/Non Alfalfa,Adams,1
5899,2300993,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\2300993.csv,77,10,Other Hay/Non Alfalfa,Adams,4
5900,1103949,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\1103949.csv,71,10,Other Hay/Non Alfalfa,Adams,2
5901,3703294,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3703294.csv,77,10,Other Hay/Non Alfalfa,Adams,5
5902,6902628,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\6902628.csv,76,10,Other Hay/Non Alfalfa,Adams,1
5903,5603857,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5603857.csv,74,10,Other Hay/Non Alfalfa,Adams,3
5904,8004770,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8004770.csv,84,10,Other Hay/Non Alfalfa,Adams,4
5905,3201434,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3201434.csv,82,10,Other Hay/Non Alfalfa,Adams,3
5906,3700693,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3700693.csv,76,10,Other Hay/Non Alfalfa,Adams,5
5907,3801374,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3801374.csv,79,10,Other Hay/Non Alfalfa,Adams,4
5908,5401263,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5401263.csv,76,10,Other Hay/Non Alfalfa,Adams,4
5909,8005014,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8005014.csv,84,10,Other Hay/Non Alfalfa,Adams,4
5910,10601263,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\10601263.csv,75,10,Other Hay/Non Alfalfa,Adams,5
5911,5401236,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5401236.csv,76,10,Other Hay/Non Alfalfa,Adams,4
5912,300414,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\300414.csv,76,10,Other Hay/Non Alfalfa,Adams,2
5913,5401140,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5401140.csv,74,10,Other Hay/Non Alfalfa,Adams,4
5914,3202440,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3202440.csv,80,10,Other Hay/Non Alfalfa,Adams,3
5915,8306053,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8306053.csv,76,10,Other Hay/Non Alfalfa,Adams,5
5916,8306057,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8306057.csv,77,10,Other Hay/Non Alfalfa,Adams,5
5917,8801786,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8801786.csv,73,10,Other Hay/Non Alfalfa,Adams,2
5918,2810457,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\2810457.csv,74,10,Other Hay/Non Alfalfa,Adams,2
5919,7001272,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\7001272.csv,75,10,Other Hay/Non Alfalfa,Adams,5
5920,7003771,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\7003771.csv,79,10,Other Hay/Non Alfalfa,Adams,5
5921,5204026,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5204026.csv,76,10,Other Hay/Non Alfalfa,Adams,1
5922,2707085,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\2707085.csv,78,10,Other Hay/Non Alfalfa,Adams,1
5923,8306018,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8306018.csv,76,10,Other Hay/Non Alfalfa,Adams,5
5924,5400716,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5400716.csv,73,10,Other Hay/Non Alfalfa,Adams,4
5925,8004843,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8004843.csv,84,10,Other Hay/Non Alfalfa,Adams,4
5926,5400628,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5400628.csv,74,10,Other Hay/Non Alfalfa,Adams,4
5927,3801215,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3801215.csv,80,10,Other Hay/Non Alfalfa,Adams,4
5928,8004771,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8004771.csv,84,10,Other Hay/Non Alfalfa,Adams,4
5929,9804188,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\9804188.csv,79,10,Other Hay/Non Alfalfa,Adams,2
5930,3202158,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3202158.csv,81,10,Other Hay/Non Alfalfa,Adams,3
5931,5400726,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5400726.csv,76,10,Other Hay/Non Alfalfa,Adams,4
5932,5400999,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5400999.csv,73,10,Other Hay/Non Alfalfa,Adams,4
5933,6900409,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\6900409.csv,72,10,Other Hay/Non Alfalfa,Adams,1
5934,3201553,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3201553.csv,82,10,Other Hay/Non Alfalfa,Adams,3
5935,5401259,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5401259.csv,75,10,Other Hay/Non Alfalfa,Adams,4
5936,1200147,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\1200147.csv,74,10,Other Hay/Non Alfalfa,Adams,3
5937,11001385,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\11001385.csv,76,10,Other Hay/Non Alfalfa,Adams,5
5938,5400655,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5400655.csv,73,10,Other Hay/Non Alfalfa,Adams,4
5939,10800401,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\10800401.csv,78,10,Other Hay/Non Alfalfa,Adams,4
5940,4208899,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\4208899.csv,74,10,Other Hay/Non Alfalfa,Adams,1
5941,1201847,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\1201847.csv,75,10,Other Hay/Non Alfalfa,Adams,3
5942,2000597,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\2000597.csv,76,10,Other Hay/Non Alfalfa,Adams,3
5943,6902632,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\6902632.csv,74,10,Other Hay/Non Alfalfa,Adams,1
5944,3700516,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3700516.csv,73,10,Other Hay/Non Alfalfa,Adams,5
5945,6800098,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\6800098.csv,77,10,Other Hay/Non Alfalfa,Adams,4
5946,3202492,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3202492.csv,81,10,Other Hay/Non Alfalfa,Adams,3
5947,6902697,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\6902697.csv,76,10,Other Hay/Non Alfalfa,Adams,1
5948,3201385,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3201385.csv,84,10,Other Hay/Non Alfalfa,Adams,3
5949,3700510,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3700510.csv,75,10,Other Hay/Non Alfalfa,Adams,5
5950,3801252,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3801252.csv,80,10,Other Hay/Non Alfalfa,Adams,4
5951,3201605,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3201605.csv,83,10,Other Hay/Non Alfalfa,Adams,3
5952,3700667,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3700667.csv,76,10,Other Hay/Non Alfalfa,Adams,5
5953,5401396,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5401396.csv,81,10,Other Hay/Non Alfalfa,Adams,4
5954,10800958,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\10800958.csv,78,10,Other Hay/Non Alfalfa,Adams,4
5955,11001980,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\11001980.csv,76,10,Other Hay/Non Alfalfa,Adams,5
5956,3801134,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3801134.csv,81,10,Other Hay/Non Alfalfa,Adams,4
5957,3202438,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3202438.csv,81,10,Other Hay/Non Alfalfa,Adams,3
5958,3801165,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3801165.csv,81,10,Other Hay/Non Alfalfa,Adams,4
5959,8801324,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8801324.csv,74,10,Other Hay/Non Alfalfa,Adams,2
5960,4209252,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\4209252.csv,77,10,Other Hay/Non Alfalfa,Adams,1
5961,5400787,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\5400787.csv,76,10,Other Hay/Non Alfalfa,Adams,4
5962,3700560,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3700560.csv,75,10,Other Hay/Non Alfalfa,Adams,5
5963,3801099,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3801099.csv,77,10,Other Hay/Non Alfalfa,Adams,4
5964,1302369,37,96,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\1302369.csv,76,10,Other Hay/Non Alfalfa,Adams,4
5965,3202114,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3202114.csv,81,10,Other Hay/Non Alfalfa,Adams,3
5966,3201558,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3201558.csv,83,10,Other Hay/Non Alfalfa,Adams,3
5967,8306056,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\8306056.csv,76,10,Other Hay/Non Alfalfa,Adams,5
5968,3700444,37,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Adams\3700444.csv,76,10,Other Hay/Non Alfalfa,Adams,5
